ph,Turbidity,Temperature,Water Type
7.66518778,2.707129162,60.44041365,Impure
5.555352973,4.536145914,32.01247028,Impure
7.543931305,3.703191306,18.02843209,Pure
7.442051094,3.56139783,16.05599315,Pure
7.340170884,3.919139533,15.04224052,Pure
10.01518906,3.846547549,11.08182346,Pure
8.930826202,2.72365054,20.01540768,Pure
7.846463341,3.885623898,11.05015495,Pure
7.090313058,2.000757032,15.04171128,Pure
6.334162776,4.038829793,22.03763149,Pure
9.616095703,2.946643668,12.0888903,Pure
9.254547091,2.475284464,19.09326998,Pure
8.892998479,3.619132805,16.05794079,Pure
8.517214189,3.957011709,10.00738227,Pure
8.1414299,4.350921901,22.03762049,Pure
8.165714933,3.92011648,20.02027193,Pure
4.931958445,5.045982883,13.02901517,Pure
8.977821883,3.199999614,16.01820997,Pure
7.372611796,3.182521119,15.04329036,Pure
9.107330383,4.492139949,13.03934411,Pure
4.168248461,2.804525051,20.02028207,Pure
7.806909023,5.127910988,13.09563943,Pure
6.704635426,3.42217862,14.08700659,Pure
3.623165848,5.370205549,15.07383757,Pure
7.966856824,5.115430914,19.09734891,Pure
4.595607756,3.978919807,21.08378061,Pure
4.295052681,4.058942266,16.01610269,Pure
3.994497606,3.379147351,16.03229058,Pure
8.907987118,4.641258532,21.00463156,Pure
5.898726325,4.899815187,10.02030627,Pure
9.514626622,2.64503637,13.08655586,Pure
8.842463656,4.576728706,11.05468282,Pure
7.721078494,3.22395109,18.03446356,Pure
9.089421098,4.430116016,20.00037077,Pure
1.757037115,2.96755413,19.06099806,Pure
7.725192099,4.163325537,20.07471428,Pure
6.729191489,5.112254251,15.0153284,Pure
5.085429353,3.96173067,15.05738051,Pure
9.545270521,4.983903465,13.09932028,Pure
7.895767288,3.693510936,22.0567632,Pure
6.246264054,5.044454778,20.07380587,Pure
7.376449105,5.767354666,17.01324912,Pure
7.802426084,4.363529881,12.03242489,Pure
8.596767212,3.238692933,18.00035139,Pure
6.436444496,3.415851385,12.00181846,Pure
7.333477726,4.772662701,11.09151641,Pure
6.144759038,3.082080496,21.09817257,Pure
4.725997721,3.644606541,11.06508415,Pure
5.393345914,4.633854752,21.07281615,Pure
5.624819996,4.355489162,20.06767091,Pure
5.768868031,3.092626379,18.04376801,Pure
5.510110923,2.775635434,15.0038343,Pure
5.251353815,4.072252323,15.01571783,Pure
7.688785916,3.918673156,20.03298414,Pure
3.681076271,3.893070403,21.0730604,Pure
4.897691707,3.894464333,12.05289343,Pure
5.842754601,4.490392564,16.09997945,Pure
5.440535692,4.41481891,10.09824763,Pure
5.038316783,3.913695776,20.05254312,Pure
9.961247709,3.246583097,11.05833672,Pure
7.417502637,3.391240667,15.09372162,Pure
6.258717321,4.441979836,22.01525346,Pure
5.099932005,5.159301249,21.01627196,Pure
3.633162829,3.349571655,21.03948078,Pure
8.860450854,4.677713327,18.01334472,Pure
10.13793229,3.872018159,14.04047418,Pure
9.90081484,2.39500211,21.00731708,Pure
10.2684305,4.304689262,21.01141341,Pure
0.22749905,3.545741438,13.02996595,Pure
6.017260924,4.427712282,12.04607493,Pure
7.110845138,5.712792127,16.0671705,Pure
6.350290472,4.265233067,20.0507866,Pure
8.12934172,4.822043564,20.04252785,Pure
10.25281623,4.559836219,19.06147322,Pure
5.462355935,4.486180492,19.04092088,Pure
9.239440361,3.471971127,10.07877979,Pure
7.071314192,4.29372656,12.04217359,Pure
7.115895266,3.736020547,18.00359595,Pure
8.238996597,3.089923749,10.04685377,Pure
6.446252032,4.976957858,22.01355054,Pure
6.161779499,4.003547029,19.09518775,Pure
6.772156538,3.827255961,16.02327345,Pure
7.06184552,3.958248504,21.01961959,Pure
4.638250259,4.124537825,14.01210282,Pure
7.678966889,3.718981559,17.00444494,Pure
8.137713063,2.743866752,21.06558395,Pure
7.481397772,4.03997629,12.04434621,Pure
8.082148076,3.373484514,12.06416195,Pure
7.892165588,4.290393224,20.04917494,Pure
7.702183099,4.382159162,21.08855267,Pure
6.750761186,2.777726265,13.03625678,Pure
6.537351629,4.649365028,21.0073277,Pure
6.323942073,3.575010576,12.02982176,Pure
5.403883692,3.189942299,12.0326064,Pure
5.699873488,2.416402098,13.08925847,Pure
7.694264582,5.707192759,10.01287283,Pure
8.581428694,3.388448222,16.07607113,Pure
9.888941401,3.75016351,19.08526846,Pure
3.426450368,5.97805394,12.09809886,Pure
8.370440489,3.21063541,10.01995971,Pure
8.380470531,4.26852452,10.01744855,Pure
8.390500572,4.150359337,16.0165946,Pure
7.58194468,4.833345774,13.07811761,Pure
9.850054687,4.521836127,18.05501114,Pure
5.225683807,3.695746982,22.00424463,Pure
9.663653196,4.741944305,13.01588991,Pure
8.799630261,5.010163393,20.0984562,Pure
7.935607325,3.619650737,13.08586898,Pure
8.92814208,4.111101546,10.08698297,Pure
6.920342899,3.266213475,11.05113836,Pure
10.53809844,3.823092676,16.09299323,Pure
5.729302912,3.556394812,12.02753868,Pure
5.335688809,3.921976381,20.03708535,Pure
6.052761845,3.261591731,11.04266484,Pure
6.769834881,3.655789569,21.03819103,Pure
6.848329601,3.732202018,21.00208001,Pure
7.283547787,3.30829418,17.05785017,Pure
7.718765972,4.599572634,20.01932327,Pure
8.153984158,4.930189986,17.03760604,Pure
8.589202344,4.041445671,13.07168263,Pure
8.473649323,3.487816307,22.02066346,Pure
7.591346094,4.515150114,21.00764719,Pure
8.137767883,5.003825786,16.03760651,Pure
5.35256598,4.779187009,11.07617571,Pure
7.998090254,2.626546784,22.07456004,Pure
11.89807803,3.024968487,14.08753119,Pure
7.442536475,2.191138422,10.02158606,Pure
5.140800528,4.192257449,17.05762795,Pure
6.044358031,4.626701023,11.03804667,Pure
6.947915534,3.685079273,22.01987683,Pure
9.622105987,3.975571849,14.05797633,Pure
5.361211666,1.81252894,21.05845649,Pure
4.909518983,3.785506644,15.02955115,Pure
6.376408434,5.404045773,11.0526514,Pure
3.94012546,3.478004808,13.01794311,Pure
6.916825973,4.598622246,14.04620323,Pure
9.146557556,3.210881939,16.04520341,Pure
10.26841472,5.199864588,19.02479527,Pure
8.787667941,3.489945595,14.0766048,Pure
7.36876853,3.813881276,12.07805272,Pure
9.352719753,3.398264165,13.07843531,Pure
9.393148442,4.665681059,19.00055822,Pure
7.296572875,4.679168643,12.01475453,Pure
8.900864697,4.51875067,11.08160971,Pure
8.107244313,4.688271256,16.04190708,Pure
7.804368874,4.075556975,18.03634453,Pure
4.666148131,4.556863752,18.02349692,Pure
10.90507641,3.720264379,11.077449,Pure
4.739548767,2.942348225,13.03221363,Pure
9.869231935,4.736849577,15.05320121,Pure
7.848386573,4.32920405,11.08045072,Pure
5.827541212,3.179128741,13.07242733,Pure
0.989912213,5.160603788,19.04978914,Pure
5.237872543,3.900508521,15.00415783,Pure
9.485832873,3.221129819,16.02097111,Pure
6.435722717,4.925339107,13.08476453,Pure
6.365497241,5.125416576,10.05273751,Pure
5.908856084,5.266367539,11.01249826,Pure
5.452214926,5.19053381,21.02188726,Pure
5.442840583,5.076362464,19.01290308,Pure
5.433466239,2.871196031,10.04288818,Pure
7.374775414,3.592264728,13.04594411,Pure
6.300858649,2.951395753,9.835956,Impure
5.226941884,2.259550289,1.544509,Impure
4.594209164,4.917909887,8.664131,Impure
6.784133024,5.035822844,3.613407,Impure
6.400256164,4.561493819,1.229052,Impure
6.839415898,2.854526552,4.577821,Impure
6.901863449,4.047907292,3.391346,Impure
7.395353511,5.260301115,1.506336,Impure
7.888843574,3.630523985,1.975012,Impure
5.527633483,4.59113705,1.78987,Impure
6.492403122,4.383394692,2.572567,Impure
6.684699737,4.030659831,4.037852,Impure
6.454188756,5.034682957,0.910681,Impure
6.223677775,3.919575057,3.411372,Impure
4.758648347,4.405508764,1.533772,Impure
7.440825031,2.496342612,7.198061,Impure
8.054885744,3.514097775,8.537098,Impure
7.061830972,4.299018587,6.123737,Impure
7.336720395,5.00587853,4.833844,Impure
7.611609817,2.87326121,2.550493,Impure
4.691438315,2.730792274,3.701042,Impure
8.064170137,3.246077223,4.490878,Impure
4.292966858,2.804923583,4.283582,Impure
7.865756954,3.738618343,1.4502,Impure
9.085637102,2.544020276,4.934525,Impure
6.592442508,3.060827354,6.748756,Impure
7.032818726,3.633373289,2.000261,Impure
8.990317234,4.494544339,4.648372,Impure
8.561218924,2.813888599,2.183197,Impure
6.739157692,5.214484016,7.945945,Impure
6.615892425,4.23825298,4.2778,Impure
6.492627157,3.378778493,1.062025,Impure
6.753128353,5.102516757,7.540426,Impure
5.039373609,4.957419783,7.737499,Impure
8.296344056,5.400810789,8.001918,Impure
5.455599352,4.476348715,0.836724,Impure
7.918183321,4.764193594,5.612108,Impure
5.01804587,5.035153707,3.69683,Impure
6.495435285,3.39047054,6.935669,Impure
7.639301455,4.456104061,4.002548,Impure
8.783167624,4.274136884,5.363671,Impure
8.471417164,3.403269587,4.846837,Impure
8.159666704,2.957194849,1.111311,Impure
7.685396843,4.179187128,7.802399,Impure
7.762020745,3.256301329,3.396808,Impure
7.207931097,4.705561884,4.780597,Impure
6.9870415,4.475161103,2.81877,Impure
4.692196563,4.009006062,8.513563,Impure
4.375814016,3.183435323,7.001639,Impure
4.059431468,4.330321564,5.561533,Impure
8.389945659,3.569717312,4.512039,Impure
10.69553249,4.154845328,4.353698,Impure
6.791696907,2.817391374,6.266782,Impure
9.953952112,4.052905069,9.193531,Impure
7.221867954,3.837256627,2.737678,Impure
4.489783796,3.776225631,8.694627,Impure
8.020869103,3.442121236,6.882774,Impure
5.090035332,4.83886228,9.293892,Impure
6.466874709,3.408168792,3.178029,Impure
6.702496216,4.267952934,5.204364,Impure
5.766204134,4.47201817,4.543129,Impure
6.571099217,4.555949236,6.034898,Impure
8.509220049,2.519891581,6.133233,Impure
5.953981878,4.071916487,3.144219,Impure
5.403196492,3.871463111,5.396533,Impure
5.596929951,3.506764606,7.844348,Impure
10.63290961,3.722454851,3.394578,Impure
4.916819229,3.836703239,4.035701,Impure
7.183095932,3.806539439,5.899228,Impure
5.923441415,4.10736363,1.293391,Impure
7.377036504,4.531658688,5.283782,Impure
7.833495881,5.580829963,4.024028,Impure
4.745764371,3.699146259,7.376388,Impure
9.055825785,5.45691283,7.588796,Impure
5.492155983,3.294129366,5.728417,Impure
4.487517479,2.765722248,3.963153,Impure
7.027185659,5.35304334,8.474639,Impure
10.20064451,5.174719759,7.864326,Impure
6.784279329,4.045547056,8.502665,Impure
8.080415244,4.070824292,3.833207,Impure
7.712695557,4.167336457,8.724273,Impure
7.344975869,3.418763195,1.665238,Impure
5.923739955,3.884460371,9.500684,Impure
8.285395275,5.438487907,6.795043,Impure
5.949518764,4.072197622,6.624997,Impure
7.032656067,2.998335472,4.842193,Impure
8.115793369,2.934137001,2.490367,Impure
5.296578804,3.918469801,5.743522,Impure
10.28206797,4.572923004,6.754049,Impure
7.016836113,4.101397991,4.618267,Impure
6.871607245,4.180389312,7.47731,Impure
7.572838152,5.504749397,5.00157,Impure
8.274069059,2.575423028,5.471058,Impure
8.238878989,2.784712797,2.7679,Impure
5.791154373,4.104834817,2.60785,Impure
6.153368957,4.030337485,9.23612,Impure
7.303051906,4.14486994,5.363649,Impure
7.5926723,3.341426728,4.754372,Impure
6.784116115,4.072186608,6.872466,Impure
5.606856131,4.070966098,3.629429,Impure
5.264450798,3.817778953,1.916905,Impure
4.922045466,2.291694536,6.333718,Impure
5.700784947,3.978141279,6.189444,Impure
8.189420601,3.13400015,3.518407,Impure
10.67805626,4.308256961,8.892908,Impure
7.602121475,3.698874769,5.172987,Impure
8.846281957,2.925037558,5.862542,Impure
6.751698586,3.756006672,5.267734,Impure
6.802500744,3.619590635,5.35561,Impure
6.853302901,4.43921524,3.537763,Impure
5.088213197,2.600618679,8.411341,Impure
6.954907217,3.169714976,2.904098,Impure
8.983811794,2.445673388,0.742298,Impure
9.519659984,3.994556136,9.07883,Impure
4.700392724,3.481943696,4.78493,Impure
10.38613293,4.921340625,6.760615,Impure
5.746529194,3.808372006,9.385601,Impure
6.551605889,4.699120987,5.062275,Impure
7.356682584,3.941073832,4.061031,Impure
10.8112895,4.416183694,0.641871,Impure
8.966835973,3.654354962,9.003666,Impure
7.907820713,2.27639196,8.087467,Impure
6.848805453,3.130044763,6.249922,Impure
8.861701557,3.579107242,8.181744,Impure
4.252985001,3.58830042,8.6634,Impure
6.729829904,4.724321913,7.835513,Impure
5.924540482,4.224342509,8.974044,Impure
6.783888468,3.250022229,2.504696,Impure
7.390896679,4.325131645,2.627935,Impure
6.470151959,3.125391112,6.627698,Impure
6.93039147,3.699796036,6.814997,Impure
9.302441188,3.675985498,4.817377,Impure
7.421997644,3.603609581,5.035592,Impure
6.583064856,3.772858553,4.864744,Impure
6.204429354,4.106807505,0.843774,Impure
9.066628054,4.055421251,6.342689,Impure
4.713116701,3.923356036,2.9156,Impure
10.58138599,2.966945651,2.011636,Impure
7.574261237,3.686758983,6.808508,Impure
6.138785152,4.677289618,4.110961,Impure
5.276323544,3.883029041,1.506452,Impure
6.776879088,3.322065007,5.887976,Impure
7.239415921,4.531825295,9.853791,Impure
6.552279123,3.443385019,0.685527,Impure
8.408766231,2.372791477,3.343084,Impure
7.986398706,4.814779191,7.924367,Impure
7.366915284,3.051316563,9.409995,Impure
6.062738419,4.369454697,3.739916,Impure
7.8564711,4.534681098,7.34716,Impure
5.15839641,4.645852435,2.782213,Impure
5.77873846,3.458320001,0.641655,Impure
6.39908051,2.620538023,4.800693,Impure
7.394255556,4.263192772,1.736274,Impure
4.443850856,5.038118946,6.212324,Impure
8.247148271,3.94196926,8.804207,Impure
4.902158989,3.499048523,8.626985,Impure
6.86313625,4.319777195,2.673138,Impure
6.66953238,1.964863097,4.342124,Impure
7.595669984,3.403393177,6.412556,Impure
8.163076383,3.287243971,4.97164,Impure
8.87027826,4.182740665,7.638033,Impure
8.769676022,3.776718462,7.185448,Impure
4.737391257,3.853388072,6.238693,Impure
7.790874862,3.076214341,3.372041,Impure
6.939090481,3.241267187,6.868536,Impure
6.0873061,3.666671803,1.786616,Impure
7.651294226,3.258041647,3.912143,Impure
4.771490669,3.936972573,8.439555,Impure
5.081774138,3.452821864,7.524775,Impure
5.392057607,2.978925445,3.029836,Impure
5.477283049,6.35743852,8.731992,Impure
6.364155674,4.764412042,8.115044,Impure
7.356052578,4.863377535,1.252424,Impure
8.347949483,4.217861431,6.358785,Impure
6.615981652,4.635709127,2.611738,Impure
8.312379503,2.98809301,8.110939,Impure
6.836224939,3.666613686,7.704926,Impure
6.385470898,4.681716653,5.85931,Impure
6.490037175,2.430883294,4.831505,Impure
6.569443181,5.284233272,5.954627,Impure
6.648849186,4.827527398,7.491262,Impure
7.986216522,4.217553378,5.578635,Impure
9.323583858,3.006650222,4.004386,Impure
4.581968728,4.500207625,8.427637,Impure
7.884841993,4.631640754,3.634245,Impure
6.168838539,4.435760073,5.064991,Impure
7.230845307,5.622018081,6.014553,Impure
7.961974816,4.071343675,3.701079,Impure
8.693104326,2.898223061,1.938516,Impure
6.745282254,3.231679693,8.358862,Impure
4.797460182,4.038502789,0.719187,Impure
9.319176393,4.129230416,1.343599,Impure
7.581687577,4.457282487,4.85611,Impure
5.348213659,3.31116811,3.744132,Impure
5.487876363,4.223576482,1.33145,Impure
6.901917717,5.486132309,1.893281,Impure
8.315959071,2.760212574,7.730444,Impure
8.551077748,4.04637969,7.441747,Impure
6.013160966,3.455622541,3.887311,Impure
5.744067537,3.171655208,4.657675,Impure
5.218989651,4.383942554,2.671728,Impure
6.338848667,3.358353455,3.845203,Impure
7.458707683,2.938082397,4.39422,Impure
11.02787986,4.178897909,2.863403,Impure
6.72958019,4.003458052,8.130868,Impure
4.1502143,3.502370872,3.29066,Impure
7.159398311,3.254926497,8.164608,Impure
6.684547874,3.66264816,4.0879,Impure
6.209697437,3.893766831,1.272979,Impure
7.909115515,4.126407533,7.23208,Impure
9.608533594,3.042796944,1.792488,Impure
5.375895979,4.17421964,7.687538,Impure
8.69712216,4.180567593,7.958636,Impure
7.748928548,3.136945007,5.994721,Impure
7.117917746,4.213567957,8.660653,Impure
8.31002902,4.775784922,0.594203,Impure
5.524296531,4.033391218,6.755546,Impure
10.20142576,3.964449588,9.621837,Impure
5.368125754,2.004142586,6.355593,Impure
8.937802408,2.831234426,5.155361,Impure
8.124207826,4.724456578,7.842949,Impure
7.184973119,3.665410662,7.627145,Impure
5.499489286,5.846826958,2.378138,Impure
5.40962918,3.371680094,1.844173,Impure
5.319769073,2.92573204,0.59115,Impure
6.369111631,2.275903461,3.677902,Impure
6.733493842,3.178003605,3.37379,Impure
6.883015402,4.102291769,7.988063,Impure
8.013516429,4.44490059,3.950458,Impure
8.272055091,5.140207743,1.781382,Impure
8.746985976,4.763730536,3.45826,Impure
8.154840855,3.696327575,5.743432,Impure
9.045720545,4.213700444,9.367894,Impure
8.922409559,4.081728016,2.687102,Impure
5.961301572,4.919585047,8.736816,Impure
7.072855789,3.651864699,1.739023,Impure
8.184410006,4.5990822,7.047667,Impure
7.636454091,3.332906497,7.637282,Impure
7.775385593,3.309471716,6.695725,Impure
7.617148871,2.391540006,1.52828,Impure
6.664934584,4.502138214,7.871823,Impure
7.740146269,3.855772964,3.514315,Impure
8.815357953,2.87588018,4.915159,Impure
7.765635562,3.21444964,3.67075,Impure
6.225152013,2.770822653,8.685934,Impure
7.396097917,4.157927298,1.374333,Impure
8.56704382,2.804926824,3.178032,Impure
6.994194675,4.398900709,6.205487,Impure
3.344588533,2.575141031,9.538863,Impure
4.380679815,4.565423282,5.146696,Impure
5.416771096,4.344804944,10.07484452,Pure
7.774468469,3.891097334,20.09778218,Pure
7.488953659,2.959749614,11.09885681,Pure
7.203438849,6.389161009,11.02515032,Pure
6.150487601,3.551655811,22.05897578,Pure
6.45900563,3.959293615,10.00759155,Pure
6.767523658,3.300253498,17.04706587,Pure
8.037430327,2.506238127,22.06488471,Pure
8.177174974,3.325638986,13.02284697,Pure
6.744799075,4.86854263,14.0893811,Pure
7.603775446,3.584985024,20.00346025,Pure
8.546145555,3.505300168,13.03215763,Pure
5.432512085,3.874425315,20.03329396,Pure
7.71408936,3.182582857,16.09233146,Pure
8.154531511,2.460464867,12.05984728,Pure
8.00020572,2.9770474,18.02841601,Pure
7.845879929,3.667154205,22.01546271,Pure
7.156424495,2.958414712,17.07895246,Pure
5.694694238,3.8706108,14.08044053,Pure
6.707685556,3.822668715,16.00699651,Pure
4.775221956,3.223080865,21.0409233,Pure
5.516727732,4.387208418,19.05287115,Pure
6.258233507,2.999702321,17.08026856,Pure
8.501711439,5.612295662,10.06999902,Pure
7.741245059,3.741143366,11.07718835,Pure
4.187490815,4.592959344,14.0887707,Pure
5.997751513,4.604724796,18.08937399,Pure
7.808012212,4.165549906,22.00064185,Pure
5.895948983,3.659652968,14.03901864,Pure
7.269652253,3.789236757,20.0553058,Pure
8.37962661,3.89891586,12.07822184,Pure
9.489600966,4.300694899,20.08853983,Pure
7.457979827,4.497730796,12.09810409,Pure
7.992320364,4.342796788,16.07913841,Pure
7.746343115,3.678686031,22.07069342,Pure
8.27579563,4.72133955,20.03970802,Pure
6.879959452,5.688206949,21.03885574,Pure
6.799375518,3.819985377,13.05491627,Pure
8.167767663,3.41068554,16.02609123,Pure
6.452086135,3.261651399,16.03706137,Pure
4.736404607,4.995601766,10.0999844,Pure
5.95392389,3.968647163,15.07980825,Pure
6.578998162,3.690929417,12.0786556,Pure
8.775485734,4.393944466,16.09532208,Pure
6.850302032,3.08029671,10.05269524,Pure
8.757110512,3.80879301,13.04483939,Pure
7.837401428,3.242545448,18.06586323,Pure
6.917692344,4.005892992,12.09474494,Pure
8.073278952,4.854312786,15.06570111,Pure
5.078274175,3.631042314,15.05710769,Pure
7.444914015,2.571391506,10.00215855,Pure
9.434005875,4.201054364,12.09920134,Pure
5.905906954,2.917284056,10.06551707,Pure
5.803496976,2.181714167,21.05047401,Pure
7.617151922,3.422543431,19.08043879,Pure
9.008464334,3.911014707,10.09445735,Pure
5.422445768,2.91175139,11.01855091,Pure
9.778181813,4.143365319,11.00907896,Pure
5.204938763,3.439561019,16.01864425,Pure
4.872560878,3.918005799,12.05055701,Pure
7.793914804,4.220027671,14.03628318,Pure
7.426048706,4.081328787,15.0459616,Pure
7.058182608,3.613834771,10.08541568,Pure
7.890354274,3.209588058,10.06330985,Pure
7.535700191,4.208354354,20.07337396,Pure
7.202534416,5.702504528,18.08939922,Pure
7.962339096,4.398059123,14.0375694,Pure
8.722143777,3.274628642,16.07862912,Pure
8.352635176,3.939011353,22.02121546,Pure
6.284385791,5.030712169,20.09413555,Pure
7.795023136,4.052367138,17.03703548,Pure
9.30566048,4.485070147,14.06690825,Pure
4.923178856,3.329600783,11.01441283,Pure
6.14301848,5.37040341,20.02593921,Pure
5.744504157,3.53350015,13.05926052,Pure
6.616649175,3.881767178,22.09246839,Pure
7.62349992,4.764995184,10.00602499,Pure
7.860106422,3.499774684,19.08438758,Pure
7.393110153,4.431739047,19.07319115,Pure
6.486313623,4.641041336,14.04640572,Pure
5.579517093,4.043914693,21.05926578,Pure
4.303574607,2.010537157,15.01251284,Pure
7.310715696,3.57882634,16.03159198,Pure
6.417702476,4.046305672,17.09399724,Pure
8.596010283,3.89406116,15.03341904,Pure
10.77431809,3.229834159,20.02994592,Pure
5.036453976,3.534665425,14.01027116,Pure
7.725748995,4.318271773,11.0354496,Pure
10.41504401,4.209136505,18.04673969,Pure
8.41860665,3.44284782,18.08367598,Pure
7.808641136,2.472720325,11.08079559,Pure
7.55796363,3.292270153,19.01516201,Pure
11.24450714,2.929952739,21.09370563,Pure
5.728823779,4.41217355,14.02659724,Pure
10.48680842,3.804352132,12.02150542,Pure
3.792125732,4.620685586,15.07632912,Pure
5.716251354,3.433135385,10.09622579,Pure
5.594927376,4.536122682,11.05051777,Pure
5.473603398,4.957822241,18.07015264,Pure
6.122265141,5.113869706,10.01658915,Pure
6.770926884,4.91053382,11.06209704,Pure
6.043360084,4.745247517,12.00482335,Pure
6.181893953,3.09381445,16.09856229,Pure
6.320427823,4.553380743,16.02225847,Pure
9.185417502,4.186674618,21.0324671,Pure
8.684778672,3.877349185,17.06390407,Pure
7.961721463,2.286943495,11.03005936,Pure
5.484151254,4.43885846,12.05232072,Pure
7.186931122,4.275645348,19.01341176,Pure
5.470802484,2.962852429,11.00842296,Pure
7.631765126,3.843405196,11.00311688,Pure
9.792727769,3.729120402,12.07048949,Pure
3.637170625,5.446565703,18.07392213,Pure
7.064789081,4.401627835,20.03119772,Pure
6.632031569,3.38629429,10.02548202,Pure
5.913956688,5.648605949,15.01699941,Pure
9.484703254,4.132274238,17.0867118,Pure
8.447404488,5.21830711,15.05045402,Pure
7.727421141,4.60180209,12.02178817,Pure
6.859323726,4.501980015,10.05023658,Pure
5.846786697,3.371110881,12.0782628,Pure
6.300001767,3.709437181,20.04729642,Pure
6.646469922,4.387601742,16.00317217,Pure
7.313446756,2.220639923,10.07246829,Pure
6.572656389,2.820927249,13.05625719,Pure
6.002414612,4.315308015,10.09105267,Pure
5.969235861,3.62463525,20.05874937,Pure
5.93605711,3.940282339,16.082428,Pure
7.591089848,4.531196013,21.01525801,Pure
6.875746152,3.397302572,16.00976333,Pure
8.016279103,4.308222881,10.06893896,Pure
8.783596632,3.470885424,19.06971506,Pure
6.911698241,4.616641008,21.07393062,Pure
8.719240207,3.912836037,19.0996876,Pure
5.974583248,3.721974696,14.05822371,Pure
4.429378735,4.271167637,21.0075289,Pure
5.279219077,3.840888762,13.04659359,Pure
6.12905942,3.190127771,21.01603861,Pure
8.215123507,4.511384049,11.01515634,Pure
7.828740105,5.199446636,22.09719409,Pure
7.949964795,3.31715245,14.09309423,Pure
6.114332051,3.68040999,22.06481186,Pure
6.626880162,4.516869764,19.01695143,Pure
7.139428273,3.771596492,19.07496416,Pure
7.553977071,4.314495017,13.07668945,Pure
7.96852587,3.173879163,19.03460206,Pure
6.635894308,4.523236866,21.01599986,Pure
6.394548023,3.042496818,19.07995962,Pure
6.280978207,4.599432014,20.02057879,Pure
7.992026977,4.647095594,16.02096093,Pure
5.068795502,4.362085653,17.08458787,Pure
6.610022232,3.499453074,20.0752785,Pure
8.151248962,2.799883321,19.03188023,Pure
7.582941677,4.164028619,18.05232177,Pure
5.34411687,4.104698561,19.01371577,Pure
7.871961403,2.938536287,18.0376042,Pure
5.327023534,4.855821251,12.02656457,Pure
10.55027327,3.951304463,15.02937515,Pure
9.010649972,3.068919237,16.06896241,Pure
7.47102667,3.70797408,17.00601547,Pure
7.943882477,4.111691345,58.26556501,Impure
2.69083124,4.650033779,38.19559361,Impure
9.13569426,3.281802196,70.32197686,Impure
5.214009194,4.453525556,46.66098509,Impure
8.649534947,5.229809193,40.00178771,Impure
7.75667895,2.842470708,41.32344427,Impure
7.104295204,5.464856803,34.67975935,Impure
5.363362645,3.871372489,90.7821207,Impure
6.582499747,4.152014127,26.92630039,Impure
6.810466517,4.402339513,42.7653557,Impure
6.192291556,2.372924722,30.40616737,Impure
5.574116595,5.152527698,87.20035511,Impure
8.555283423,3.687152068,65.18484519,Impure
4.483402761,2.203840524,83.61529978,Impure
3.783043638,4.402244146,35.67386013,Impure
7.138374317,4.144872251,38.59729532,Impure
7.525367672,3.210168089,25.58353627,Impure
7.912361028,2.878515631,68.54509681,Impure
8.520359393,4.217743745,48.07051878,Impure
9.128357758,3.762222689,72.55546105,Impure
5.271971378,4.119436475,81.60467141,Impure
6.465093529,3.790523693,34.29914223,Impure
8.245186596,4.125731794,33.00796316,Impure
7.474989244,3.502081504,99.79627855,Impure
6.704791892,3.806596292,24.49938776,Impure
6.430254786,4.805791534,40.60702591,Impure
7.482791276,4.094746286,57.18000491,Impure
5.504452321,4.657360934,30.33284822,Impure
7.521920636,3.110932391,66.69418802,Impure
8.022244185,4.559336642,88.0557122,Impure
8.522567733,3.358284405,92.51087297,Impure
5.694475546,4.107467119,29.64687013,Impure
6.93450359,3.875238037,76.31241807,Impure
6.115180039,3.69086186,44.10082936,Impure
8.575673022,3.506229064,68.47891589,Impure
5.689142988,4.592979951,72.8507296,Impure
6.457635094,4.059377404,85.07351316,Impure
7.2261272,4.153558901,31.90116968,Impure
7.197795992,3.844013287,70.318503,Impure
3.846814328,3.584201916,96.65744428,Impure
5.896339346,5.032854921,70.20197673,Impure
7.1113446,3.572343822,29.32023475,Impure
8.326349854,4.395284863,41.92737464,Impure
6.891561655,3.561962572,24.57707567,Impure
5.548124947,4.599235865,51.91466063,Impure
5.467381454,4.31606325,58.04573422,Impure
5.386637962,4.320900175,51.19744116,Impure
7.262534652,4.846359372,70.93447612,Impure
6.257085791,3.994713697,72.02468077,Impure
7.025504335,2.941555123,78.59429395,Impure
6.584839333,3.919954569,58.61501224,Impure
6.565633547,2.770948497,65.71674909,Impure
6.622102936,5.290920716,31.45984018,Impure
7.217392781,3.746619824,99.1048905,Impure
5.253907429,3.488372514,91.36648237,Impure
8.131375234,3.542810748,55.29762892,Impure
6.61977546,4.086920567,77.09273219,Impure
6.418515384,3.293552631,23.65370197,Impure
6.217255307,2.08142502,100.319336,Impure
5.019984767,4.089485428,97.70696132,Impure
6.907379615,1.496100943,98.82013812,Impure
6.313114732,4.126964596,98.62339839,Impure
6.803521991,4.397533101,88.63512481,Impure
7.29392925,4.403250065,57.81793374,Impure
6.63036382,3.490587573,52.22765143,Impure
8.015780395,3.180580187,31.4754114,Impure
4.249890379,4.116347641,73.44420101,Impure
4.26526964,4.900446069,91.75496422,Impure
9.266840595,4.330049469,43.71982283,Impure
9.619456626,3.173199767,31.88598777,Impure
7.086877326,3.992848211,45.16452731,Impure
3.433874059,4.104938403,97.98000314,Impure
8.436759029,2.499910135,58.87478799,Impure
12.24692807,3.533243425,83.62450608,Impure
7.34303194,5.288057554,87.20875214,Impure
